name,glass-size (oz),category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz).1
cider eggnog,14,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,1/2 oz,milk,nan,nan,nan,nan,nan,nan,nutmeg,shake with ice and strain into collins glass. then fill the glass with cider and stir. top with nutmeg.,collins glass,14
chocolate soldier,6,cocktail classics,1/2 oz,juice of a lime,3/4 oz,dubonnet,1 1/2 oz,gin,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
chocolate flip,5,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,3/4 oz,sloe gin,3/4 oz,brandy,2 oz,light cream (if desired),nan,nan,nutmeg,shake with ice and strain into sour glass. top with nutmeg .,sour glass,5
chocolate cocktail,5,cocktail classics,1 1/2 oz,port,1 1/2 oz,yellow chartreuse,1 oz,egg yolk,1 oz,powdered sugar,nan,nan,nan,nan,nan,shake with ice and strain into sour glass.,sour glass,5
chicago fizz,7,cocktail classics,1/2 oz,juice of a lemon,1 oz,powdered sugar,1 oz,egg white,1 oz,port,1 oz,light rum,nan,nan,nan,shake with ice and strain into highball glass over two ice cubes. fill with carbonated water and stir.,highball glass,7
pretty in pink,14,vodka,2 oz,vodka,1/2 oz,cranberry juice,3/4 oz,creme de noyaux,3/4 oz,fresh lemon juice,soda water,nan,nan,nan,nan,shake first four ingredients and strain into ice-filled collins glass. top with soda water.,collins glass,14
cherry wine cocktail,6,cocktail classics,3/4 oz,danish cherry wine,3/4 oz,vodka,1/2 oz,juice of a lime,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
cherry flip,5,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,1 1/2 oz,cherry-flavored brandy,2 oz,light cream (if desired),nan,nan,nan,nan,nutmeg,shake with ice and strain into sour glass. top with nutmeg.,sour glass,5
cherry cooler,14,cocktail classics,2 oz,cherry vodka,nan,cola,nan,nan,nan,nan,nan,nan,nan,nan,lemon slice,"pour cherry vodka into collins glass over ice cubes. fill with cola, garnish with a lemon slice, and stir.",collins glass,14
polynesian cocktail,6,vodka,nan,nan,1 1/2 oz,vodka,3/4 oz,cherry-flavored brandy,3/4 oz,fresh lime juice,nan,nan,nan,nan,nan,rim chilled cocktail glass with lime and sugar. shake ingredients with ice and strain into glass.,cocktail glass,6
chateau briand's rum cow,14,cocktail classics,1 1/4 oz,dark rum,1 oz,sugar,2 oz,bitters,3/4 oz,milk,nan,nan,nan,nan,nan,blend and strain into a collins glass.,collins glass,14
champagne velvet,6,cocktail classics,5 oz,chilled stout,5 oz,chilled champagne,nan,nan,nan,nan,nan,nan,nan,nan,nan,"pour very carefully, in order given, into champagne flute so that the stout and champagne don't mix.",champagne flute,6
pink pussycat,7,vodka,1 1/2 oz,vodka,2 oz,pineapple or grapefruit juice,1/2 oz,grenadine,nan,nan,nan,nan,nan,nan,nan,pour ingredients into ice-filled highball glass and stir.,highball glass,7
back porch swizzle,7,whiskies,1 1/2 oz,bourbon whiskey,1/2 oz,dry vermouth,1 oz,pineapple juice,1 oz,ginger beer,green chartreuse,nan,nan,nan,mint,"pour first four ingredients in crushed ice-filled highball glass. with barspoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. top with chartreuse, and garnish with mint.",highball glass,7
canadian pineapple,6,cocktail classics,1 1/2 oz,canadian whisky,1 oz,pineapple juice,1 oz,lemon juice,1/2 oz,maraschino,nan,nan,nan,nan,pineapple slice,shake with ice and strain into old-fashioned glass over ice cubes. garnish with a pineapple slice.,old-fashioned glass,6
calm voyage,6,cocktail classics,1/2 oz,strega,1/2 oz,light rum,1 oz,passion fruit syrup,2 oz,lemon juice,1/2 oz,egg white,nan,nan,nan,put all ingredients in blender with half a cup of crushed ice. blend at low speed and pour into champagne flute.,champagne flute,6
pink lemonade,14,vodka,1 1/2 oz,citrus-flavored vodka,1/4 oz,triple sec,1/4 oz,fresh lime juice,1/4 oz,fresh lemon juice,1/4 oz,simple syrup,2 oz,"cranberry juice, lemon wheel",lemon slice,shake with ice and strain into ice-filled collins glass. garnish with a lemon slice.,collins glass,14
caledonia,6,cocktail classics,1 oz,creme de cacao (brown),1 oz,brandy,1 oz,milk,1 oz,egg yolk,nan,nan,nan,nan,cinnamon,shake well with ice and strain into old-fashioned glass over ice cubes. top with cinnamon.,old-fashioned glass,6
caf_ di amaretto,10,cocktail classics,1 oz,hot black coffee,1 oz,amaretto,nan,nan,nan,nan,nan,nan,nan,nan,whipped cream,add 1 oz. amaretto to a cup of black coffee. top with whipped cream.,beer mug,10
cafe de paris cocktail,6,cocktail classics,1 oz,egg white,1 oz,anis,1 oz,light cream,1 1/2 oz,gin,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
aztec's mark,6,whiskies,1 1/2 oz,bourbon whiskey,1/2 oz,white creme de cacao,1/4 oz,benedictine,2 oz,hot red pepper sauce,nan,nan,nan,nan,orange twist,stir with ice and strain into chilled cocktail glass. garnish with an orange twist.,cocktail glass,6
fontainebleau special,6,brandy,1 oz,brandy,1 oz,anisette,1/2 oz,dry vermouth,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
suntan,7,cocktail classics,2 oz,hot shot tropical fruit liqueur,2 oz,orange juice,nan,nan,nan,nan,nan,nan,nan,nan,nan,pour over ice in a highball glass. fill with club soda.,highball glass,7
sunburn,7,cocktail classics,2 oz,hot shot tropical fruit liqueur,2 oz,grapefruit juice,nan,nan,nan,nan,nan,nan,nan,nan,nan,pour over ice in a highball glass. fill with club soda. add a dash of grenadine for color.,highball glass,7
suissesse cocktail,6,cocktail classics,2 oz,anisette,1 oz,egg white,nan,nan,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
strawberry sunries,7,cocktail classics,2 oz,strawberry schnapps,1/2 oz,grenadine,nan,nan,nan,nan,nan,nan,nan,nan,strawberry,pour over ice in a highball glass. fill with orange juice. garnish with a strawberry,highball glass,7
autumn leaves,6,whiskies,3/4 oz,straight rye whiskey,3/4 oz,apple brandy,3/4 oz,sweet vermouth,1/4 oz,strega,2 oz,angostura bitters,nan,nan,orange twist,stir with ice and strain into ice-filled old-fashioned glass. garnish with an orange twist.,old-fashioned glass,6
pickled pink,6,vodka,2 oz,vodka,1 oz,aquavit,1/2 oz,dill pickle brine,2 oz,angostura bitters,nan,nan,nan,nan,dill,shake with ice and strain into cocktail glass. garnish with dill.,cocktail glass,6
aquarius,6,whiskies,1 1/2 oz,blended scotch whiskey,1/2 oz,cherry-flavored brandy,1 oz,cranberry juice,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into old-fashioned glass over ice.,old-fashioned glass,6
soul kiss cocktail,6,cocktail classics,1 1/2 oz,orange juice,1 1/2 oz,dubonnet,3/4 oz,dry vermouth,3/4 oz,bourbon,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
pickled martini,6,vodka,2 oz,vodka,1/4 oz,dry vermouth,3/4 oz,sweet pickle brine,nan,nan,nan,nan,nan,nan,pickle,stir with ice and strain into chilled cocktail glass. garnish with a pickle.,cocktail glass,6
sloe gin flip,5,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,1 oz,sloe gin,2 oz,light cream (if desired),nan,nan,nan,nan,nutmeg,shake with ice and strain into sour glass. top with nutmeg.,sour glass,5
angel's share,6,whiskies,1 1/2 oz,bourbon whiskey,1/2 oz,amaro,1/4 oz,creme de cassis,1 oz,orange bitters,nan,nan,nan,nan,lemon twist,stir with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
silver stallion fizz,7,cocktail classics,1 oz,vanilla ice cream,2 oz,gin,nan,carbonated water,nan,nan,nan,nan,nan,nan,nan,shake gin and ice cream with ice and strain into highball glass. fill with carbonated water and stir.,highball glass,7
silver king cocktail,6,cocktail classics,1 oz,egg white,1/4 oz,juice of a lemon,1 1/2 oz,gin,1/2 oz,powdered sugar,2 oz,orange bitters,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
american trilogy,6,whiskies,1 oz,"brown sugar cube, such as demerara",1 oz,straight rye whiskey,1 oz,applejack,nan,nan,nan,nan,nan,nan,orange twist,"muddle sugar cube in mixer glass. add whiskey, applejack, and ice. stir and strain into chilled old-fashioned glass. garnish with an orange twist.",old-fashioned glass,6
silver fizz,7,cocktail classics,1/2 oz,juice of a lemon,1 oz,powdered sugar,2 oz,gin,1 oz,egg white,carbonated water,nan,nan,nan,nan,shake with ice and strain into highball glass over two ice cubes.,highball glass,7
sherry twist cocktail,6,cocktail classics,1 oz,cream sherry,1/2 oz,brandy,1/2 oz,dry vermouth,1/2 oz,triple sec,1/2 oz,lemon juice,nan,nan,"orange twist, cinnamon",shake with ice and strain into cocktail glass. top with cinnamon and garnish with an orange twist.,cocktail glass,6
sherry sangaree,6,cocktail classics,1/2 oz,powdered sugar,1 oz,water,2 oz,cream sherry,nan,carbonated water,1 oz,port,nan,nan,nan,"in an old-fashioned glass, dissolve powdered sugar in water, add sherry, and stir. add ice cubes and a splash of carbonated water, leaving enough room on which to float port. add port. sprinkle lightly with nutmeg.",old-fashioned glass,6
sherry milk punch,14,cocktail classics,1 oz,powdered sugar,2 oz,cream sherry,16 milk,nan,nan,nan,nan,nan,nan,nan,nutmeg,"shake with ice, strain into collins glass, and top with nutmeg.",collins glass,14
petit zinc,6,vodka,1 oz,vodka,1/2 oz,triple sec,1/2 oz,sweet vermouth,1/2 oz,orange juice,orange wedge,nan,nan,nan,orange slice,shake with ice and strain into chilled cocktail glass. garnish with an orange slice.,cocktail glass,6
sherry flip,5,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,1 1/2 oz,cream sherry,2 oz,light cream (if desired),nan,nan,nan,nan,nutmeg,shake with ice and strain into sour glass. top with nutmeg.,sour glass,5
sherry-and-egg cocktail,6,cocktail classics,nan,nan,2 oz,cream sherry,nan,nan,nan,nan,nan,nan,nan,nan,egg yolk,"place an egg in a cocktail glass, being careful not to break the yolk. add 2 oz. cream sherry.",cocktail glass,6
americana,14,whiskies,1 oz,tennessee whiskey,1/2 oz,simple syrup,2 oz,angostura bitters,nan,chilled american sparkling wine,nan,nan,nan,nan,peach slice,stir first three ingredients in ice-filled collins glass. fill with sparkling wine. garnish with a peach slice.,collins glass,14
allegheny,6,whiskies,1 oz,bourbon whiskey,1 oz,dry vermouth,1/2 oz,blackberry-flavored brandy,1/2 oz,fresh lemon juice,nan,nan,nan,nan,lemon twist,shake with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
sevilla cocktail,5,cocktail classics,1/2 oz,powdered sugar,1 oz,whole egg,1 oz,port,1 oz,light rum,nan,nan,nan,nan,nan,shake with ice and strain into sour glass.,sour glass,5
september morn cocktail,6,cocktail classics,1 oz,egg white,1 oz,light rum,1/2 oz,juice of a lime,1 oz,grenadine,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
peach iced tea,14,vodka,1 1/2 oz,peach-flavored vodka,1/2 oz,orange curacao,3/4 oz,fresh lemon juice,1/2 oz,honey syrup,2 oz,iced tea,nan,nan,"peach slice, lemon slice",shake with ice and strain into ice-filled collins glass. garnish with a peach slice and a lemon slice.,collins glass,14
fantasio cocktail,6,brandy,1 oz,brandy,3/4 oz,dry vermouth,1 oz,white creme de menthe,1 oz,maraschino liqueur,nan,nan,nan,nan,nan,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
scotch bird flyer,6,cocktail classics,1 1/2 oz,scotch,1 oz,egg yolk,1/2 oz,triple sec,1/2 oz,powdered sugar,1 oz,light cream,nan,nan,nan,shake with ice and strain into champagne flute.,champagne flute,6
algonquin,6,whiskies,1 1/2 oz,straight rye whiskey,1 oz,dry vermouth,1 oz,pineapple juice,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
savannah,6,cocktail classics,1/2 oz,juice of orange,1 oz,gin,1 oz,white creme de cacao,1 oz,egg white,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
pink rose fizz,7,cocktail classics,1/2 oz,juice of a lemon,1 oz,powdered sugar,1 oz,egg white,2 oz,light cream,2 oz,gin,nan,nan,nan,shake with ice and strain into highball glass over two ice cubes. fill with carbonated water and stir.,highball glass,7
ninotchka cocktail,6,vodka,1 1/2 oz,vodka,1/2 oz,white creme de cacao,1/4 oz,fresh lemon juice,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
prairie oyster,6,cocktail classics,1 oz,brandy,1 oz,worcestershire sauce,1 oz,catsup,1 oz,vinegar,1 oz,pepper,nan,nan,"egg yolk, cayenne pepper",shake with ice and strain into old-fashioned glass over two ice cubes.  top with unbroken egg yolk. add a dash of cayenne pepper.,old-fashioned glass,6
prairie chicken,12,cocktail classics,1 oz,gin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"egg yolk, pepper, salt",open egg without breaking the yolk and put in wine glass. top with gin. add pepper and salt.,red-wine glass,12
pousse l'amour,4,cocktail classics,1 oz,maraschino,1 oz,egg yolk,1/2 oz,benedictine,1/2 oz,brandy,nan,nan,nan,nan,nan,"pour carefully, in order given, into 2-oz. sherry glass, so that each ingredient floats on preceding one",sherry glass,4
puerto apple,6,cocktail classics,1 1/2 oz,applejack,3/4 oz,light rum,1 oz,lime juice,1 oz,orgeat syrup,nan,nan,nan,nan,lime slice,shake with ice and strain into old-fashioned glass over ice cubes. garnish with a lime slice.,old-fashioned glass,6
akogare,6,whiskies,1 1/2 oz,straight rye whiskey,3/4 oz,ginger syrup,3/4 oz,"cold brewed black tea, preferably japanese",3/4 oz,fresh lemon juice,nan,nan,nan,nan,orange twist,shake with ice and strain into chilled cocktail glass. garnish with an orange twist.,cocktail glass,6
prado,5,cocktail classics,1 1/2 oz,tequila,3/4 oz,lemon juice,1 oz,maraschino,1/2 oz,egg white,1 oz,grenadine,nan,nan,"lime slice, cherry",shake with ice and strain into sour glass. garnish with a lime slice and a cherry.,sour glass,5
port wine flip,5,cocktail classics,1 oz,whole egg,1 oz,powdered sugar,1 1/2 oz,port,2 oz,light cream (if desired),nan,nan,nan,nan,nutmeg,shake with ice and strain into sour glass. top with nutmeg.,sour glass,5
port wine cobbler,12,cocktail classics,1 tsp,powdered sugar,2 oz,carbonated water,nan,shaved ice,3 oz,port,nan,nan,nan,nan,seasonal fruit,dissolve 1 teaspoon powdered sugar in 2 oz. carbonated water; then fill goblet with shaved ice and add 3 oz. port. stir and garnish with seasonal fruit. serve with straws.,red-wine glass,12
nijinksy blini,6,vodka,1 oz,vodka,1 oz,peach schnapps,1 oz,peach puree,1/4 oz,fresh lemon juice,chilled champagne,nan,nan,nan,nan,shake first four ingredients with ice. strain into chilled champagne flute and top with champagne.,champagne flute,6
affinity cocktail (whisky),6,whiskies,1 oz,blended scotch whiskey,1 oz,dry vermouth,1 oz,sweet vermouth,3 oz,orange bitters,nan,nan,nan,nan,nan,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
plain vermouth cocktail,6,cocktail classics,1 oz,dry vermouth,1 oz,sweet vermouth,1 oz,orange bitters,nan,nan,nan,nan,nan,nan,nan,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
ping-pong cocktail,6,cocktail classics,1/4 oz,juice of a lemon,1 oz,egg white,2 oz,sloe gin,nan,nan,nan,nan,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
moscow mule,10,vodka,1 1/2 oz,vodka,1/2 oz,fresh lime juice,nan,ginger beer,nan,nan,nan,nan,nan,nan,lime slice,pour vodka and lime juice into copper moscow mule mug or standard beer mug. add ice cubes and fill with ginger beer. squeeze lime slice and add to glass.,beer mug,10
phoebe snow,6,cocktail classics,1 1/2 oz,dubonnet,1 1/2 oz,brandy,1/2 oz,anis,nan,nan,nan,nan,nan,nan,nan,stir with ice and strain into cocktail glass.,cocktail glass,6
affinity cocktail,6,whiskies,2 oz,straight rye whiskey,3/4 oz,maraschino liqueur,3/4 oz,fresh lemon juice,2 oz,orange bitters,nan,nan,nan,nan,nan,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
peggy cocktail,6,cocktail classics,3/4 oz,dry vermouth,1 1/2 oz,gin,1/4 oz,anis,1/4 oz,dubonnet,nan,nan,nan,nan,nan,stir with ice and strain into cocktail glass.,cocktail glass,6
peach blow fizz,7,cocktail classics,1/2 oz,juice of a lemon,1 oz,powdered sugar,1 oz,light cream,2 oz,gin,1/4 oz,peach,nan,nan,nan,shake with ice and strain into highball glass over ice cubes. fill with carbonated water and stir.,highball glass,7
peach blossom,7,cocktail classics,1 oz,lemon juice,1/2 oz,powdered sugar,2 oz,gin,1/2 oz,peach,nan,nan,nan,nan,nan,shake with ice and strain into highball glass over ice cubes. fill with carbonated water and stir.,highball glass,7
passion mimosa,6,cocktail classics,2 oz,chilled passion fruit juice,nan,chilled champagne,nan,nan,nan,nan,nan,nan,nan,nan,strawberry,"pour chilled juice into champagne flute, fill with chilled champagne. garnish with a strawberry.",champagne flute,6
mocha express,6,vodka,1 1/2 oz,vodka,3/4 oz,irish cream liqueur,3/4 oz,coffee liqueur,3/4 oz,cold brewed espresso coffee,nan,nan,nan,nan,nan,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
palmer cocktail,6,cocktail classics,2 oz,blended whiskey,1 oz,bitters,1/2 oz,lemon juice,nan,nan,nan,nan,nan,nan,nan,stir with ice and strain in cocktail glass.,cocktail glass,6
mr. 404,6,vodka,1 1/2 oz,vodka,3/4 oz,elderflower liqueur,3/4 oz,fresh lemon juice,1/2 oz,simple syrup,1/2 oz,aperol,nan,nan,orange twist,shake with ice and strain into chilled cocktail glass. garnish with an orange twist.,cocktail glass,6
mountain cocktail,6,cocktail classics,1 oz,egg white,1/4 oz,lemon juice,1/4 oz,dry vermouth,1/4 oz,sweet vermouth,1 1/2 oz,blended whiskey,nan,nan,nan,shake with ice and strain into cocktail glass.,cocktail glass,6
morning glory fizz,7,cocktail classics,1/2 oz,juice of a lemon,1 oz,powdered sugar,1 oz,egg white,1/2 oz,anis,2 oz,scotch,nan,nan,nan,shake with ice and strain into highball glass over two ice cubes. fill with carbonated water and stir.,highball glass,7
adderly cocktail,6,whiskies,2 oz,straight rye whiskey,3/4 oz,maraschino liqueur,2 oz,orange bitters,3/4 oz,fresh lemon juice,nan,nan,nan,nan,flamed orange twist,shake with ice and strain into cocktail glass. garnish with a flamed orange twist.,cocktail glass,6
